"NFICode";"NFIName";"originalName";"originalNameAuthorship";"acceptedName";"acceptedNameAuthorship";"taxonomicStatus";"taxonRank"
6216;"Bambusa vulgaris";"Bambusa vulgaris";"Schrad. ex J.C. Wendl.";"Bambusa vulgaris";"Schrad. ex J.C.Wendl.";"Accepted";"species"
6217;"Banara portoricensis";"Banara portoricensis";"Krug & Urb.";"Banara portoricensis";"Krug & Urb.";"Accepted";"species"
6219;"Banara vanderbiltii";"Banara vanderbiltii";"Urb.";"Banara vanderbiltii";"Urb.";"Accepted";"species"
6220;"Barringtonia asiatica";"Barringtonia asiatica";"(L.) Kurz";"Barringtonia asiatica";"Kurz";"Accepted";"species"
6221;"Barringtonia racemosa";"Barringtonia racemosa";"Roxb.";"Barringtonia racemosa";"(L.) Spreng.";"Accepted";"species"
6222;"Barringtonia samoensis";"Barringtonia samoensis";"A. Gray";"Barringtonia samoensis";"A.Gray";"Accepted";"species"
6223;"Barringtonia spp.";"Barringtonia";"J.R. Forst. & G. Forst.";"Barringtonia";"J.R.Forst. & G.Forst.";"Accepted";"genus"
6224;"Bastardiopsis eggersii";"Bastardiopsis eggersii";"(Baker f.) Fuertes & Fryxell";"Abutilon virginianum";"Krapov.";"Accepted";"species"
6225;"Bauhinia binata";"Bauhinia binata";"Blanco";"Lysiphyllum binatum";"(Blanco) de Wit";"Accepted";"species"
6241;"Bauhinia lunarioides";"Bauhinia lunarioides";"A. Gray ex S. Watson";"Bauhinia lunarioides";"A.Gray ex S.Watson";"Accepted";"species"
6226;"Bauhinia monandra";"Bauhinia monandra";"Kurz";"Bauhinia monandra";"Kurz";"Accepted";"species"
6227;"Bauhinia multinervia";"Bauhinia multinervia";"(Kunth) DC.";"Bauhinia multinervia";"(Kunth) DC.";"Accepted";"species"
6228;"Bauhinia pauletia";"Bauhinia pauletia";"Pers.";"Bauhinia pauletia";"Pers.";"Accepted";"species"
6229;"Bauhinia purpurea";"Bauhinia purpurea";"L.";"Bauhinia purpurea";"L.";"Accepted";"species"
6230;"Bauhinia spp.";"Bauhinia";"L.";"Bauhinia";"Plum. ex L.";"Accepted";"genus"
6231;"Bauhinia tomentosa";"Bauhinia tomentosa";"L.";"Bauhinia tomentosa";"L.";"Accepted";"species"
6232;"Bauhinia variegata";"Bauhinia variegata";"L.";"Bauhinia variegata";"L.";"Accepted";"species"
6252;"Bauhinia x blakeana";"Bauhinia x blakeana";"S.T. Dunn";"Bauhinia blakeana";"Dunn";"Unchecked";"species"
6218;"Beaucarnea recurvata";"Beaucarnea recurvata";"Lem.";"Beaucarnea recurvata";"(K.Koch & Fintelm.) Lem.";"Accepted";"species"
6233;"Beilschmiedia pendula";"Beilschmiedia pendula";"(Sw.) Hemsl.";"Beilschmiedia pendula";"(Sw.) Hemsl.";"Accepted";"species"
6235;"Bernardia dichotoma";"Bernardia dichotoma";"(Willd.) Müll. Arg.";"Bernardia dichotoma";"Müll.Arg.";"Accepted";"species"
371;"Betula alleghaniensis";"Betula alleghaniensis";"Britton";"Betula alleghaniensis";"Britton";"Accepted";"species"
372;"Betula lenta";"Betula lenta";"L.";"Betula lenta";"L.";"Accepted";"species"
376;"Betula neoalaskana";"Betula neoalaskana";"Sarg.";"Betula pendula  subsp. mandshurica";"(Regel) Ashburner & McAll.";"Accepted";"subspecies"
373;"Betula nigra";"Betula nigra";"L.";"Betula nigra";"L.";"Accepted";"species"
374;"Betula occidentalis";"Betula occidentalis";"Hook.";"Betula occidentalis";"Hook.";"Accepted";"species"
375;"Betula papyrifera";"Betula papyrifera";"Marshall";"Betula papyrifera";"Marshall";"Accepted";"species"
5279;"Betula pendula";"Betula pendula";"Roth";"Betula pendula";"Roth";"Accepted";"species"
5280;"Betula platyphylla";"Betula platyphylla";"Sukaczev";"Betula pendula  subsp. mandshurica";"(Regel) Ashburner & McAll.";"Accepted";"subspecies"
379;"Betula populifolia";"Betula populifolia";"Marshall";"Betula populifolia";"Aiton";"Accepted";"species"
5281;"Betula pubescens";"Betula pubescens";"Ehrh.";"Betula pubescens";"Ehrh.";"Accepted";"species"
370;"Betula spp.";"Betula";"L.";"Betula";"L.";"Accepted";"genus"
377;"Betula uber";"Betula uber";"(Ashe) Fernald";"Betula lenta  var. pubescens f. uber";"(Ashe) McAll. & Ashburner";"Accepted";"form"
378;"Betula x utahensis";"Betula x utahensis";"Britton (pro sp.)";"Betula × utahensis";"Britton";"Accepted";"species"
6236;"Bischofia javanica";"Bischofia javanica";"Blume";"Bischofia javanica";"Blume";"Accepted";"species"
6237;"Bischofia spp.";"Bischofia";"Blume";"Bischofia";"Blume";"Accepted";"genus"
6238;"Bixa orellana";"Bixa orellana";"L.";"Bixa orellana";"L.";"Accepted";"species"
6239;"Bixa spp.";"Bixa";"L.";"Bixa";"L.";"Accepted";"genus"
6240;"Blighia sapida";"Blighia sapida";"K.D. Koenig";"Blighia sapida";"K.D.Koenig";"Accepted";"species"
6242;"Bobea brevipes";"Bobea brevipes";"A. Gray";"Bobea brevipes";"A.Gray";"Accepted";"species"
6243;"Bobea elatior";"Bobea elatior";"Gaudich.";"Bobea gaudichaudii";"(Cham. & Schltdl.) H.St.John & Herbst";"Accepted";"species"
6244;"Bobea sandwicensis";"Bobea sandwicensis";"(A. Gray) Hillebr.";"Bobea sandwicensis";"Hillebr.";"Accepted";"species"
6245;"Bobea spp.";"Bobea";"Gaudich.";"Bobea";"Gaudich.";"Accepted";"genus"
6246;"Bobea timonioides";"Bobea timonioides";"(Hook. f.) Hillebr.";"Bobea timonioides";"Hillebr.";"Accepted";"species"
6247;"Bocconia frutescens";"Bocconia frutescens";"L.";"Bocconia frutescens";"L.";"Accepted";"species"
6248;"Bocconia spp.";"Bocconia";"L.";"Bocconia";"Plum. ex L.";"Accepted";"genus"
6250;"Boehmeria virgata";"Boehmeria virgata";;"Boehmeria virgata";"(G.Forst.) Guill.";"Accepted";"species"
6251;"Bontia daphnoides";"Bontia daphnoides";"L.";"Bontia daphnoides";"L.";"Accepted";"species"
6253;"Bourreria radula";"Bourreria radula";"(Poir.) G. Don";"Bourreria tomentosa";"G.Don";"Accepted";"species"
6255;"Bourreria succulenta";"Bourreria succulenta";"Jacq.";"Bourreria succulenta";"Jacq.";"Accepted";"species"
6257;"Bourreria virgata";"Bourreria virgata";"(Sw.) G. Don";"Bourreria virgata";"G.Don";"Accepted";"species"
6258;"Brachychiton discolor";"Brachychiton discolor";;"Brachychiton discolor";"F.Muell.";"Accepted";"species"
6259;"Brachychiton populneum";"Brachychiton populneum";"(Schott & Endl.) R. Br.";"Brachychiton populneus";"(Schott & Endl.) R.Br.";"Accepted";"species"
6260;"Broussaisia arguta";"Broussaisia arguta";"Gaudich.";"Hydrangea arguta";"(Gaudich.) Y.De Smet & C.Granados";"Accepted";"species"
6262;"Broussonetia papyrifera";"Broussonetia papyrifera";"(L.) L'Hér. ex Vent.";"Broussonetia papyrifera";"(L.) Vent.";"Accepted";"species"
6264;"Brugmansia candida";"Brugmansia candida";"Pers., database artifact";"Brugmansia × candida";"Pers.";"Accepted";"species"
6266;"Bruguiera gymnorhiza";"Bruguiera gymnorhiza";"(L.) Lam. ex Savigny";"Bruguiera gymnorhiza";"(L.) Lam.";"Accepted";"species"
6267;"Bruguiera parviflora";"Bruguiera parviflora";"(Roxb.) Wight & Arn. ex Griffith";"Bruguiera parviflora";"Wight & Arn. ex W.Griffith";"Accepted";"species"
6268;"Bruguiera sexangula";"Bruguiera sexangula";"(Lour.) Poir.";"Bruguiera sexangula";"(Lour.) Poir.";"Accepted";"species"
6269;"Bruguiera spp.";"Bruguiera";"Savigny";"Bruguiera";"Lam.";"Accepted";"genus"
6270;"Brunellia comocladiifolia";"Brunellia comocladiifolia";"Humb. & Bonpl.";"Brunellia comocladifolia";"Bonpl.";"Accepted";"species"
6272;"Brunfelsia americana";"Brunfelsia americana";"L.";"Brunfelsia americana";"L.";"Accepted";"species"
6273;"Brunfelsia densifolia";"Brunfelsia densifolia";"Krug & Urb.";"Brunfelsia densifolia";"Krug & Urb.";"Accepted";"species"
6274;"Brunfelsia lactea";"Brunfelsia lactea";"Krug & Urb.";"Brunfelsia lactea";"Krug & Urb.";"Accepted";"species"
6275;"Brunfelsia portoricensis";"Brunfelsia portoricensis";"Krug & Urb.";"Brunfelsia portoricensis";"Krug & Urb.";"Accepted";"species"
6277;"Buchanania engleriana";"Buchanania engleriana";"Volkens";"Buchanania engleriana";"Volkens";"Accepted";"species"
6278;"Buchanania merrillii";"Buchanania merrillii";;"Buchanania merrillii";"Christoph.";"Accepted";"species"
6279;"Buchanania palawensis";"Buchanania palawensis";"Lauterb.";"Buchanania palawensis";"Lauterb.";"Accepted";"species"
6280;"Buchanania spp.";"Buchanania";"Spreng.";"Buchanania";"Spreng.";"Accepted";"genus"
6283;"Buchenavia tetraphylla";"Buchenavia tetraphylla";"(Aubl.) Howard";"Terminalia tetraphylla";"(Aubl.) Gere & Boatwr.";"Accepted";"species"
6284;"Bucida buceras";"Bucida buceras";"L.";"Terminalia buceras";"(L.) C.Wright";"Accepted";"species"
5322;"Buddleja alternifolia";"Buddleja alternifolia";"Maxim.";"Buddleja alternifolia";"Maxim.";"Accepted";"species"
6286;"Buddleja asiatica";"Buddleja asiatica";"Lour.";"Buddleja asiatica";"Lour.";"Accepted";"species"
6294;"Bunchosia glandulifera";"Bunchosia glandulifera";"(Jacq.) Kunth";"Bunchosia glandulifera";"Kunth";"Accepted";"species"
6295;"Bunchosia glandulosa";"Bunchosia glandulosa";"(Cav.) DC.";"Bunchosia glandulosa";"DC.";"Accepted";"species"
6297;"Bunchosia polystachia";"Bunchosia polystachia";"(Andrews) DC.";"Bunchosia polystachia";"(Andrews) DC.";"Accepted";"species"
6299;"Burckella richii";"Burckella richii";;"Burckella richii";"(A.Gray) H.J.Lam";"Accepted";"species"
854;"Bursera simaruba";"Bursera simaruba";"(L.) Sarg.";"Bursera simaruba";"Sarg.";"Accepted";"species"
5328;"Butia capitata";"Butia capitata";"(Mart.) Becc.";"Butia capitata";"Becc.";"Accepted";"species"
6303;"Buxus laevigata";"Buxus laevigata";"(Sw.) Spreng. [excluded]";"Buxus laevigata";"Spreng.";"Accepted";"species"
6304;"Buxus portoricensis";"Buxus portoricensis";"Alain";"Buxus portoricensis";"Alain";"Accepted";"species"
5329;"Buxus sempervirens";"Buxus sempervirens";"L.";"Buxus sempervirens";"L.";"Accepted";"species"
6306;"Buxus vahlii";"Buxus vahlii";"Baill.";"Buxus vahlii";"Baill.";"Accepted";"species"
6308;"Byrsonima crassifolia";"Byrsonima crassifolia";"(L.) Kunth";"Byrsonima crassifolia";"Kunth";"Accepted";"species"
6311;"Byrsonima lucida";"Byrsonima lucida";"(Mill.) DC.";"Byrsonima lucida";"(Mill.) DC.";"Accepted";"species"
6313;"Byrsonima spicata";"Byrsonima spicata";"(Cav.) Kunth";"Byrsonima spicata";"(Cav.) Rich. ex Kunth";"Accepted";"species"
6315;"Byrsonima wadsworthii";"Byrsonima wadsworthii";"Little";"Byrsonima wadsworthii";"Little";"Accepted";"species"
6317;"Caesalpinia coriaria";"Caesalpinia coriaria";"(Jacq.) Willd.";"Libidibia coriaria";"(Jacq.) Schltdl.";"Accepted";"species"
6318;"Caesalpinia kavaiensis";"Caesalpinia kavaiensis";"H. Mann";"Mezoneuron kauaiense";"(H.Mann) Hillebr.";"Accepted";"species"
6319;"Caesalpinia pulcherrima";"Caesalpinia pulcherrima";"(L.) Sw.";"Caesalpinia pulcherrima";"(L.) Sw.";"Accepted";"species"
6320;"Caesalpinia sappan";"Caesalpinia sappan";"L.";"Biancaea sappan";"(L.) Tod.";"Accepted";"species"
6316;"Caesalpinia spp.";"Caesalpinia";"L.";"Caesalpinia";"Plum. ex L.";"Accepted";"genus"
6325;"Calliandra surinamensis";"Calliandra surinamensis";"Benth.";"Calliandra surinamensis";"Benth.";"Accepted";"species"
6326;"Callicarpa ampla";"Callicarpa ampla";"Schauer";"Callicarpa ampla";"Schauer";"Accepted";"species"
6328;"Callistemon citrinus";"Callistemon citrinus";"(Curtis) Skeels";"Melaleuca citrina";"(Curtis) Dum.Cours.";"Accepted";"species"
6329;"Callistemon viminalis";"Callistemon viminalis";"(Sol. ex Gaertn.) Cheel [excluded]";"Melaleuca viminalis";"(Sol. ex Gaertner) Byrnes";"Accepted";"species"
6331;"Callitris columellaris";"Callitris columellaris";"F. Muell.";"Callitris columellaris";"F.Muell.";"Accepted";"species"
81;"Calocedrus decurrens";"Calocedrus decurrens";"(Torr.) Florin";"Calocedrus decurrens";"(Torr.) Florin";"Accepted";"species"
6337;"Caloncoba echinata";"Caloncoba echinata";"(Oliv.) Gilg";"Caloncoba echinata";"(Oliv.) Gilg";"Accepted";"species"
6338;"Calophyllum antillanum";"Calophyllum antillanum";"Britton";"Calophyllum brasiliense  var. antillanum";"(Britton) Standl.";"Accepted";"variety"
6341;"Calophyllum inophyllum";"Calophyllum inophyllum";"L.";"Calophyllum inophyllum";"L.";"Accepted";"species"
6342;"Calophyllum neo-ebudicum";"Calophyllum neo-ebudicum";;"Calophyllum neoebudicum";"Guillaumin";"Accepted";"species"
6343;"Calophyllum pelewense";"Calophyllum pelewense";"P.F. Stevens";"Calophyllum pelewense";"P.F.Stevens";"Accepted";"species"
6344;"Calophyllum soulattri";"Calophyllum soulattri";"Burm. f.";"Calophyllum soulattri";"Burm.f.";"Accepted";"species"
6345;"Calophyllum spp.";"Calophyllum";"L.";"Calophyllum";"L.";"Accepted";"genus"
6346;"Calotropis procera";"Calotropis procera";"(Aiton) W.T. Aiton";"Calotropis procera";"(Aiton) Dryand.";"Accepted";"species"
6347;"Calotropis spp.";"Calotropis";"R. Br.";"Calotropis";"R.Br.";"Accepted";"genus"
6350;"Calycophyllum candidissimum";"Calycophyllum candidissimum";"(Vahl) DC.";"Calycophyllum candidissimum";"DC.";"Accepted";"species"
6351;"Calyptranthes kiaerskovii";"Calyptranthes kiaerskovii";"Krug & Urb. [excluded]";"Myrcia neokiaerskovii";"E.Lucas & K.Samra";"Accepted";"species"
6352;"Calyptranthes krugii";"Calyptranthes krugii";"Kiaersk.";"Myrcia krugii";"(Kiaersk.) E.Lucas & Acev.-Rodr.";"Accepted";"species"
6353;"Calyptranthes luquillensis";"Calyptranthes luquillensis";"Alain";"Myrcia luquillensis";"(Alain) E.Lucas & A.R.Lourenço";"Accepted";"species"
6354;"Calyptranthes pallens";"Calyptranthes pallens";"Griseb.";"Calyptranthes pallens";"Griseb.";"Unchecked";"species"
6355;"Calyptranthes portoricensis";"Calyptranthes portoricensis";"Britton";"Myrcia portoricensis";"(Britton) Cedeño-Mald. & Breckon ex F.S.Axelrod";"Accepted";"species"
6356;"Calyptranthes sintenisii";"Calyptranthes sintenisii";"Kiaersk.";"Myrcia neosintenisii";"K.Campbell & Peguero";"Accepted";"species"
6358;"Calyptranthes thomasiana";"Calyptranthes thomasiana";"Berg";"Myrcia neothomasiana";"A.R.Lourenço & E.Lucas";"Accepted";"species"
6359;"Calyptranthes zuzygium";"Calyptranthes zuzygium";"(L.) Sw.";"Syzygium nervosum";"DC.";"Accepted";"species"
6360;"Calyptronoma rivalis";"Calyptronoma rivalis";"(O.F. Cook) L.H. Bailey";"Calyptronoma rivalis";"(O.F.Cook) L.H.Bailey";"Accepted";"species"
5363;"Camellia japonica";"Camellia japonica";"L.";"Camellia japonica";"L.";"Accepted";"species"
5364;"Camellia sinensis";"Camellia sinensis";"(L.) Kuntze";"Camellia sinensis";"(L.) Kuntze";"Accepted";"species"
6367;"Campnosperma brevipetiolata";"Campnospera brevipetiolata";"Volkens, Database artifact";"Campnosperma brevipetiolatum";"Volkens";"Accepted";"species"
6366;"Campnosperma brevipetiolatum";"Campnosperma brevipetiolatum";"Volkens";"Campnosperma brevipetiolatum";"Volkens";"Accepted";"species"
6370;"Cananga odorata";"Cananga odorata";"(Lam.) Hook. f. & Thomson";"Cananga odorata";"(Lam.) Hook.f. & Thomson";"Accepted";"species"
6373;"Canarium hirsutum";"Canarium hirsutum";"Willd.";"Canarium hirsutum";"Willd.";"Accepted";"species"
6374;"Canarium indicum";"Canarium indicum";"L.";"Canarium indicum";"L.";"Accepted";"species"
6372;"Canarium mafoa";"Canarium mafoa";;"Canarium harveyi";"Seem.";"Accepted";"species"
6375;"Canarium ovatum";"Canarium ovatum";"Engl.";"Canarium ovatum";"Engl.";"Accepted";"species"
6377;"Canarium spp.";"Canarium";"L.";"Canarium";"L.";"Accepted";"genus"
6378;"Canarium vitiense";"Canarium vitiense";;"Canarium vitiense";"A.Gray";"Accepted";"species"
6379;"Canarium vulgare";"Canarium vulgare";"Leenh.";"Canarium vulgare";"Leenh.";"Accepted";"species"
6380;"Canella winterana";"Canella winterana";"(L.) Gaertn.";"Canella winterana";"(L.) Gaertn.";"Accepted";"species"
6383;"Capparis amplissima";"Capparis amplissima";"Lam.";"Morisonia amplissima";"(Lam.) Christenh. & Byng";"Accepted";"species"
6384;"Capparis baducca";"Capparis baducca";"L.";"Capparis rheedei";"DC.";"Accepted";"species"
6386;"Capparis cynophallophora";"Capparis cynophallophora";"L.";"Morisonia cynophallophora";"(L.) Christenh. & Byng";"Accepted";"species"
6387;"Capparis flexuosa";"Capparis flexuosa";"(L.) L.";"Morisonia flexuosa";"L.";"Accepted";"species"
6389;"Capparis hastata";"Capparis hastata";"Jacq.";"Morisonia hastata";"(Jacq.) Christenh. & Byng";"Accepted";"species"
6390;"Capparis indica";"Capparis indica";"(L.) Druce";"Capparis";"L.";"Accepted";"genus"
5375;"Caragana arborescens";"Caragana arborescens";"Lam.";"Caragana arborescens";"Lam.";"Accepted";"species"
6393;"Carapa guianensis";"Carapa guianensis";"Aubl.";"Carapa guianensis";"Aubl.";"Accepted";"species"
6395;"Carica papaya";"Carica papaya";"L.";"Carica papaya";"L.";"Accepted";"species"
6396;"Carica spp.";"Carica";"L.";"Carica";"L.";"Accepted";"genus"
6397;"Carmona retusa";"Carmona retusa";"(Vahl) Masamune";"Ehretia microphylla";"Lam.";"Accepted";"species"
6398;"Carmona spp.";"Carmona";"Cav.";"Carminatia";"Moc. ex DC.";"Accepted";"genus"
5378;"Carpinus betulus";"Carpinus betulus";"L.";"Carpinus betulus";"L.";"Accepted";"species"
391;"Carpinus caroliniana";"Carpinus caroliniana";"Walter";"Carpinus caroliniana";"Walter";"Accepted";"species"
409;"Carya alba";"Carya alba";"(L.) Nutt., nom. utique rej.";"Carya alba";"Nutt.";"Accepted";"species"
401;"Carya aquatica";"Carya aquatica";"(Michx. f.) Nutt.";"Carya aquatica";"(F.Michx.) Elliott";"Accepted";"species"
413;"Carya carolinae-septentrionalis";"Carya carolinae-septentrionalis";"(Ashe) Engl. & Graebn.";"Carya ovata  var. australis";"(Ashe) Little";"Accepted";"variety"
402;"Carya cordiformis";"Carya cordiformis";"(Wangenh.) K. Koch";"Carya cordiformis";"(Wangenh.) K.Koch";"Accepted";"species"
411;"Carya floridana";"Carya floridana";"Sarg.";"Carya floridana";"Sarg.";"Accepted";"species"
403;"Carya glabra";"Carya glabra";"(Mill.) Sweet";"Carya glabra";"(Mill.) Sweet";"Accepted";"species"
404;"Carya illinoinensis";"Carya illinoinensis";"(Wangenh.) K. Koch";"Carya illinoinensis";"(Wangenh.) K.Koch";"Accepted";"species"
405;"Carya laciniosa";"Carya laciniosa";"(Michx. f.) G. Don";"Carya laciniosa";"(F.Michx.) Loudon";"Accepted";"species"
406;"Carya myristiciformis";"Carya myristiciformis";"(Michx. f.) Nutt.";"Carya myristiciformis";"(F.Michx.) Nutt ex Elliott";"Accepted";"species"
412;"Carya ovalis";"Carya ovalis";"(Wangenh.) Sarg.";"Carya glabra  var. odorata";"(Marshall) Little";"Accepted";"variety"
407;"Carya ovata";"Carya ovata";"(Mill.) K. Koch";"Carya ovata";"(Mill.) K.Koch";"Accepted";"species"
410;"Carya pallida";"Carya pallida";"(Ashe) Engl. & Graebn.";"Carya pallida";"Engl. & Graebn.";"Accepted";"species"
400;"Carya spp.";"Carya";"Nutt.";"Carya";"Nutt.";"Accepted";"genus"
408;"Carya texana";"Carya texana";"Buckley";"Carya texana";"Buckley";"Accepted";"species"
6399;"Caryota mitis";"Caryota mitis";"Lour.";"Caryota mitis";"Lour.";"Accepted";"species"
6400;"Caryota spp.";"Caryota";"L.";"Caryota";"L.";"Accepted";"genus"
6401;"Caryota urens";"Caryota urens";"L.";"Caryota urens";"L.";"Accepted";"species"
6402;"Casearia aculeata";"Casearia aculeata";"Jacq.";"Casearia aculeata";"Jacq.";"Accepted";"species"
6403;"Casearia arborea";"Casearia arborea";"(Rich.) Urb.";"Casearia arborea";"(Rich.) Urb.";"Accepted";"species"
6405;"Casearia cauliflora";"Casearia cauliflora";;"Casearia cauliflora";"Volkens";"Accepted";"species"
6406;"Casearia decandra";"Casearia decandra";"Jacq.";"Casearia decandra";"Jacq.";"Accepted";"species"
6407;"Casearia guianensis";"Casearia guianensis";"(Aubl.) Urb.";"Casearia guianensis";"(Aubl.) Urb.";"Accepted";"species"
6408;"Casearia spp.";"Casearia";"Jacq.";"Casearia";"Jacq.";"Accepted";"genus"
6410;"Casearia sylvestris";"Casearia sylvestris";"Sw.";"Casearia sylvestris";"Sw.";"Accepted";"species"
6415;"Cassia fistula";"Cassia fistula";"L.";"Cassia fistula";"L.";"Accepted";"species"
6417;"Cassia grandis";"Cassia grandis";"L. f.";"Cassia grandis";"L.f.";"Accepted";"species"
6418;"Cassia javanica";"Cassia javanica";"L.";"Cassia javanica";"L.";"Accepted";"species"
6419;"Cassia leptophylla";"Cassia leptophylla";"Vogel";"Cassia leptophylla";"Vogel";"Accepted";"species"
6420;"Cassia siamea";"Cassia siamea";"Lam.";"Senna siamea";"(Lam.) H.S.Irwin & Barneby";"Accepted";"species"
6422;"Cassia spp.";"Cassia";"L.";"Cassia";"L.";"Accepted";"genus"
6425;"Cassine xylocarpa";"Cassine xylocarpa";"Vent.";"Elaeodendron xylocarpum";"DC.";"Accepted";"species"
6427;"Cassipourea guianensis";"Cassipourea guianensis";"Aubl.";"Cassipourea guianensis";"Aubl.";"Accepted";"species"
5401;"Castanea crenata";"Castanea crenata";"Siebold & Zucc.";"Castanea crenata";"Siebold & Zucc.";"Accepted";"species"
421;"Castanea dentata";"Castanea dentata";"(Marshall) Borkh.";"Castanea dentata";"Borkh.";"Accepted";"species"
424;"Castanea mollissima";"Castanea mollissima";"Blume";"Castanea mollissima";"Blume";"Accepted";"species"
422;"Castanea pumila";"Castanea pumila";"(L.) Mill.";"Castanea pumila";"(L.) Mill.";"Accepted";"species"
423;"Castanea pumila var. ozarkensis";"Castanea pumila var. ozarkensis";"(L.) Mill.";"Castanea ozarkensis";"Ashe";"Accepted";"species"
